0,3,False,1462607308000.0,True,False,1366,0.02227622519238558,0,True
8,103,False,1280324800000.0,False,False,11503,0.03753280839895013,0,True
0,6,False,1323485822000.0,True,False,0,0.02046285018270402,0,True
0,2,False,1353857776000.0,True,False,1230,0.023123732251521298,0,True
2,5,False,1455204116000.0,True,False,2,0.025851456709068528,0,True
0,4,False,1294590547000.0,True,False,3372,0.030697674418604652,0,True
0,5,False,1237161696000.0,True,False,0,0.020628371945414153,0,True
0,2,False,1307653653000.0,True,False,1682,0.02486325211337643,0,True
0,30,False,1403284604000.0,True,False,2245,0.04351464435146443,0,True
0,23,False,1398524152000.0,True,False,0,0.06870229007633588,0,True
0,200,False,1289178174000.0,False,False,3700,0.94789913176287,2615,True
197,3,False,1437117386000.0,True,False,62,0.19535091640590077,1,True
0,4,False,1424068327000.0,True,False,0,0.11791907514450867,0,True
36,6,False,1420799855000.0,True,False,11,0.21524064171122995,0,True
0,14,False,1410481263000.0,True,False,12,0.058394160583941604,0,True
23,75,False,1411689140000.0,False,False,74,0.2537313432835821,0,True
21,179,False,1424003393000.0,True,True,455,1.119047619047619,93,True
0,200,False,1424359283000.0,True,False,0,0.3834394904458599,0,True
0,200,False,1410431618000.0,True,False,0,0.4058898847631242,1,True
0,200,False,1401005020000.0,True,False,0,0.5038659793814433,0,True
0,200,False,1424317160000.0,True,False,0,0.461734693877551,1,True
0,200,False,1415456841000.0,True,False,0,0.32564102564102565,2,True
0,200,False,1404258601000.0,True,False,0,0.33751205400192863,0,True
15,185,True,1274388923000.0,False,False,760,2.1813104988830974,1884,True
24,176,False,1236782349000.0,False,False,834,0.35714285714285715,11,True
0,2,False,1461476029000.0,False,False,0,0.019133937562940583,0,True
0,32,False,1463791439000.0,False,False,0,10.77007299270073,0,True
1,199,False,1429304173000.0,False,False,1,0.9169473307058402,32,True
0,67,False,1403195852000.0,True,False,0,0.1346153846153846,0,True
0,56,False,1470355731000.0,True,False,33,0.4960184409052808,8,True
2,5,False,1422693453000.0,True,False,245,0.19203413940256045,0,True
0,200,False,1437961543000.0,False,False,980,0.1435274045638729,1,True
0,45,False,1434641467000.0,False,False,0,0.6646447140381283,0,True
1,6,False,1402409019000.0,True,False,24,0.43825665859564167,0,True
9,1,False,1446639785000.0,True,False,68,0.3845680909929296,0,True
0,0,False,1470586985000.0,True,False,0,1.136513157894737,0,True
0,200,False,1477444826000.0,True,False,0,0.1476829796448679,6,True
175,23,False,1462882940000.0,True,False,0,1.2149388677694442,34,True
198,2,False,1440776991000.0,True,False,1089,1.0053307895179844,67,True
7,193,False,1379027941000.0,True,False,298,0.8745972073039742,23,True
101,99,False,1453259003000.0,True,False,56596,1.182518619981166,188,True
1,5,False,1472025417000.0,True,False,20,0.22249093107617895,0,True
74,1,False,1268513856000.0,True,False,90,0.020021451555237754,1,True
0,2,False,1375878870000.0,True,False,2283,0.0208,0,True
0,12,False,1379811187000.0,True,False,1313,0.011353711790393014,0,True
0,1,False,1437337244000.0,True,False,58,0.016205644034646548,0,True
0,1,False,1408123011000.0,True,False,0,0.031914893617021274,0,True
0,8,False,1398426356000.0,True,False,981,0.02887750349324639,0,True
2,42,False,1315687694000.0,False,False,631,0.0413564929693962,0,True
0,2,False,1377262343000.0,True,False,0,0.024509803921568627,0,True
0,0,False,1448699573000.0,True,False,1017,0.02390438247011952,0,True
0,2,False,1271732450000.0,True,False,1952,0.03155127081507449,0,True
1,1,False,1459638305000.0,True,False,0,0.3422913719943423,0,True
0,200,False,1326237026000.0,False,False,0,1.303788862105198,54,True
7,49,False,1389129024000.0,True,False,1,1.2222222222222223,0,True
2,0,False,1425814169000.0,True,False,48,0.5,0,True
9,10,False,1452898047000.0,True,False,39,0.9523809523809523,0,True
67,13,False,1455371608000.0,True,False,82,1.1000344649319318,13,True
20,180,False,1436422538000.0,False,False,364,0.4862051015096304,2,True
1,6,False,1454634864000.0,True,False,49,0.39416058394160586,0,True
25,175,False,1243963131000.0,False,False,341,0.12948430493273544,12,False
109,91,False,1363401895000.0,True,False,134,3.4583333333333335,5,False
35,165,False,1264347487000.0,False,False,70279,1.3889980353634577,33,False
36,164,False,1314205199000.0,False,False,893,2.2573529411764706,3,False
93,107,False,1291887852000.0,False,False,108,1.1876379690949228,16,False
46,154,False,1231446762000.0,False,False,11885,3.19533527696793,23,False
68,52,True,1462561599000.0,False,False,138,629.3157894736842,103,False
18,182,False,1217038710000.0,False,False,8707,2.368692070030896,102,False
14,186,False,1386380129000.0,True,False,5366,30.45360824742268,61,False
0,200,True,1251093385000.0,False,False,9179,261.3829787234043,147,False
123,77,False,1245289106000.0,False,False,419,1.8363636363636364,19,False
18,182,True,1243223875000.0,False,False,35487,12.090415913200724,354,False
91,109,False,1363555911000.0,False,False,12196,0.736,26,False
43,157,False,1367411059000.0,False,False,617,0.6241457858769932,16,False
45,155,False,1368762603000.0,True,False,21295,0.8366285119667014,85,False
35,165,False,1372520541000.0,False,False,4089,0.5651041666666666,17,False
47,153,True,1219003967000.0,False,False,16541,2.7373040752351097,218,False
50,59,False,1256428719000.0,True,False,385,6.707792207792208,27,False
59,141,False,1204509757000.0,False,False,590,2.3386243386243386,12,False
30,170,False,1216153571000.0,False,False,18130,5.036585365853658,89,False
104,96,False,1395247446000.0,True,False,11301,3.5132743362831858,222,False
54,146,False,1305552735000.0,False,False,602,2.24,26,False
114,86,False,1261705140000.0,False,False,1486,0.5503225806451613,15,False
90,110,False,1233622794000.0,False,False,259658,4.147263681592039,165,False
0,65,False,1332679279000.0,False,False,1,5.833333333333333,23,False
12,188,False,1263068910000.0,False,False,2646,19.0,64,False
50,150,True,1315935062000.0,False,False,3960,5.060877350044763,109,False
36,164,False,1241636933000.0,False,False,6503,8.891518737672584,211,False
38,162,False,1327792904000.0,False,False,14028,4.539553752535497,185,False
132,68,False,1281157279000.0,False,False,1121,6.661354581673307,85,False
19,181,False,1294874484000.0,False,False,34266,13.694989106753813,286,False
8,192,False,1365718761000.0,True,False,878,0.35192069392812886,14,False
97,103,False,1235713884000.0,False,False,4205,3.4615384615384617,53,False
23,177,False,1202852474000.0,False,False,15009,84.76215277777777,192,False
